"No.","Length","Time","Source","Destination","Protocol","Info"
"412","70","205.175059","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_HELLO"
"415","78","205.446643","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_FEATURES_REQUEST"
"417","86","205.690923","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_FEATURES_REPLY"
"419","70","205.713693","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_DESC"
"421","1094","205.713693","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"423","70","205.760789","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_GET_CONFIG_REQUEST"
"425","62","205.761764","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"426","66","205.761764","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_GET_CONFIG_REPLY"
"429","70","205.773442","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_METER_FEATURES"
"431","86","205.774419","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_METER_FEATURES"
"433","70","205.799723","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_DESC"
"434","1126","205.800696","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_DESC"
"436","78","206.132669","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_ROLE_REQUEST"
"437","78","206.133644","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_ROLE_REPLY"
"439","78","206.139079","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_ROLE_REQUEST"
"440","78","206.140191","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_ROLE_REPLY"
"442","86","206.214326","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_DESC"
"443","1094","206.214826","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"444","1094","206.215345","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"447","406","206.371751","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"448","230","206.376986","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"450","230","206.383962","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"451","230","206.389378","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"453","230","206.401402","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"454","230","206.409713","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"456","230","206.410730","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"457","230","206.426567","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"459","230","206.429096","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"460","230","206.429871","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"462","230","206.430824","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"463","230","206.431528","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"464","230","206.432508","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"466","230","206.438488","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"468","230","206.439941","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"469","230","206.449238","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"471","230","206.450422","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"472","232","206.452414","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"474","232","206.453702","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"475","232","206.454509","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"476","232","206.455499","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"478","232","206.466703","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"479","232","206.466703","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"481","232","206.468483","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"482","232","206.468983","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"484","232","206.470167","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"485","232","206.482411","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"487","232","206.485032","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"488","232","206.486009","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"490","366","206.527195","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"491","62","206.528168","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"492","62","206.528168","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"493","62","206.529167","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"494","478","206.529750","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"498","62","206.530251","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"499","62","206.530251","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"500","62","206.530251","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"501","62","206.531244","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"506","158","206.575364","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"507","62","206.575364","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"509","158","206.610280","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"510","62","206.611253","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"512","158","206.630489","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"513","62","206.631465","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"515","158","206.676603","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"516","62","206.678128","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"520","78","206.983297","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_STATS"
"522","402","206.983971","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_STATS"
"524","110","207.008324","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_FLOW"
"525","750","207.010883","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_FLOW"
"527","70","207.056718","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_TABLE"
"532","326","207.060073","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_TABLE"
"537","78","207.136053","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_GROUP"
"538","70","207.136053","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_GROUP"
"540","94","207.164478","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_METER"
"541","70","207.165446","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_GROUP_DESC"
"542","70","207.165446","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_METER"
"552","230","209.123327","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"553","230","209.124077","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"554","230","209.125421","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"556","230","209.125921","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"558","582","209.141191","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"559","230","209.147325","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"561","230","209.155081","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"562","230","209.161111","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"564","230","209.179113","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"565","230","209.184553","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"567","230","209.191896","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"568","230","209.200011","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"570","230","209.202097","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"571","230","209.214333","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"573","230","209.217562","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"574","230","209.227121","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"576","232","209.228766","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"577","232","209.231856","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"579","232","209.233580","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"580","232","209.235099","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"582","232","209.236701","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"583","232","209.240706","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"585","232","209.245201","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"586","232","209.246702","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"589","232","209.252896","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"590","232","209.255412","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"592","232","209.259757","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"593","232","209.266947","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"603","70","210.790252","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_HELLO"
"605","78","210.864856","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_FEATURES_REQUEST"
"607","70","211.171247","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_HELLO"
"609","86","211.172582","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_FEATURES_REPLY"
"611","70","211.178584","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_DESC"
"613","1094","211.179522","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"615","70","211.187308","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_GET_CONFIG_REQUEST"
"617","62","211.188382","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"618","66","211.188382","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_GET_CONFIG_REPLY"
"621","70","211.193869","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_METER_FEATURES"
"623","86","211.195077","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_METER_FEATURES"
"625","70","211.200150","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_DESC"
"626","1126","211.200320","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_DESC"
"629","78","211.238801","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_FEATURES_REQUEST"
"631","78","211.365078","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_ROLE_REQUEST"
"632","78","211.366061","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_ROLE_REPLY"
"634","1514","211.383396","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"635","1514","211.383396","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUTType: OFPT_PACKET_OUT"
"636","378","211.383396","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUTType: OFPT_PACKET_OUT"
"637","62","211.384435","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"639","62","211.384935","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"641","62","211.384935","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"642","62","211.384935","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"643","62","211.385439","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"644","62","211.385439","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"645","62","211.385439","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"646","1094","211.385439","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"654","158","211.418519","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"655","158","211.418713","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"656","62","211.418848","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"657","62","211.418848","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"660","158","211.428906","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"661","62","211.429890","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"663","406","211.461859","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"664","230","211.471594","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"666","230","211.473383","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"667","232","211.474010","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"668","232","211.475046","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"672","406","211.523122","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"674","86","211.525283","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_FEATURES_REPLY"
"676","70","211.526798","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_DESC"
"678","1094","211.527789","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"680","70","211.529758","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_GET_CONFIG_REQUEST"
"682","62","211.532693","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"683","66","211.532925","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_GET_CONFIG_REPLY"
"686","70","211.534422","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_METER_FEATURES"
"688","86","211.536916","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_METER_FEATURES"
"690","70","211.538862","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_DESC"
"692","1126","211.540897","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_DESC"
"694","230","211.549229","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"696","230","211.552148","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"698","230","211.561882","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"700","230","211.566629","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"702","406","211.583287","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"704","406","211.608785","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"706","406","211.618518","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"708","230","211.629224","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"710","230","211.630200","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"712","232","211.643351","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"714","232","211.646791","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_PACKET_OUT"
"719","78","211.785289","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_ROLE_REQUEST"
"721","78","211.786266","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_ROLE_REPLY"
"722","78","211.786266","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_ROLE_REQUEST"
"723","78","211.786788","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_ROLE_REPLY"
"726","1514","211.806997","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_PACKET_OUT"
"727","1514","211.806997","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_FLOW_MODType: OFPT_BARRIER_REQUEST"
"728","1442","211.806997","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_PACKET_OUTType: OFPT_PACKET_OUT"
"729","1094","211.807536","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"730","1094","211.807536","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"732","62","211.808536","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"733","62","211.808536","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"735","62","211.808536","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"737","62","211.809038","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"738","62","211.809038","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"739","62","211.809038","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"740","62","211.809038","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"748","232","211.810750","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"749","232","211.810750","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"750","70","211.810750","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_HELLO"
"751","232","211.810750","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"752","232","211.810750","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"758","158","211.906715","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"759","62","211.907370","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"761","158","211.912884","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"762","62","211.913376","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"764","78","211.922227","192.168.0.114","192.168.122.166","OpenFlow","Type: OFPT_FEATURES_REQUEST"
"766","158","211.923722","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_BARRIER_REQUEST"
"767","62","211.924868","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"769","406","211.941391","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_PACKET_OUT"
"770","406","211.950037","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_PACKET_OUT"
"772","406","211.960633","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_PACKET_OUT"
"773","230","211.969496","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_PACKET_OUT"
"775","230","211.970460","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_PACKET_OUT"
"776","78","211.981888","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_STATS"
"777","410","211.981888","192.168.0.114","192.168.122.172","OpenFlow","Type: OFPT_PACKET_OUT"
"780","402","211.982862","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_STATS"
"782","110","212.002178","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_FLOW"
"783","750","212.003742","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_FLOW"
"785","70","212.010023","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_TABLE"
"790","326","212.011694","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_TABLE"
"792","86","212.013115","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_FEATURES_REPLY"
"797","70","212.015479","192.168.0.114","192.168.122.166","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_DESC"
"799","1094","212.015479","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"801","70","212.017872","192.168.0.114","192.168.122.166","OpenFlow","Type: OFPT_GET_CONFIG_REQUEST"
"803","62","212.018845","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"804","66","212.018845","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_GET_CONFIG_REPLY"
"807","70","212.034787","192.168.0.114","192.168.122.166","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_METER_FEATURES"
"809","86","212.035764","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_METER_FEATURES"
"811","70","212.068433","192.168.0.114","192.168.122.166","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_DESC"
"813","1126","212.069936","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_DESC"
"815","78","212.292905","192.168.0.114","192.168.122.166","OpenFlow","Type: OFPT_ROLE_REQUEST"
"816","78","212.292905","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_ROLE_REPLY"
"817","78","212.293987","192.168.0.114","192.168.122.166","OpenFlow","Type: OFPT_ROLE_REQUEST"
"819","78","212.294489","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_ROLE_REPLY"
"821","78","212.302829","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_STATS"
"824","402","212.304776","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_STATS"
"827","126","212.309293","192.168.0.114","192.168.122.141","OpenFlow","Type: OFPT_MULTIPART_REQUEST, OFPMP_TABLE"
"829","750","212.311241","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_FLOW"
"835","326","212.313091","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_TABLE"
"841","1514","212.325839","192.168.0.114","192.168.122.166","OpenFlow","Type: OFPT_PACKET_OUT"
"842","1514","212.325839","192.168.0.114","192.168.122.166","OpenFlow","Type: OFPT_PACKET_OUTType: OFPT_PACKET_OUT"
"843","742","212.325839","192.168.0.114","192.168.122.166","OpenFlow","Type: OFPT_PACKET_OUTType: OFPT_PACKET_OUT"
"845","1094","212.327892","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"846","62","212.327892","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"847","62","212.327892","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"848","62","212.327892","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"849","62","212.327892","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"850","62","212.327892","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"851","62","212.328394","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"852","62","212.328394","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_BARRIER_REPLY"
"853","1094","212.328650","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"862","233","212.330151","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"864","233","212.331137","192.168.122.209","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"867","230","212.333833","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"868","232","212.336778","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"869","582","212.337751","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"871","406","212.338266","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"873","232","212.338768","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"874","232","212.339268","192.168.122.141","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"875","232","212.339268","192.168.122.166","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"876","232","212.339800","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"877","406","212.340302","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"879","232","212.340801","192.168.122.172","192.168.0.114","OpenFlow","Type: OFPT_PACKET_IN"
"885","230","212.352627","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"886","230","212.353601","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"888","230","212.361409","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
"889","230","212.380614","192.168.0.114","192.168.122.209","OpenFlow","Type: OFPT_PACKET_OUT"
